Section,Element,Category,Property,Value
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","fontSize","12px"
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","fontWeight","400"
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","lineHeight","15.455999374389648px"
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","letterSpacing","0.12"
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","textAlign","LEFT"
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","color","#b3b9bb"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","content","In 7 days • 6 April 2026"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","fontSize","14px"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","fontWeight","700"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","lineHeight","18.031999588012695px"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","letterSpacing","0"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","textAlign","LEFT"
"Ultimate - new flow","In 7 days • 6 April 2026","Typography","color","#f9fafa"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","content","You'll be charged $30.99/month. Cancel anytime before."
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","fontSize","12px"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","fontWeight","400"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","lineHeight","15.455999374389648px"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","letterSpacing","0.12"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","textAlign","LEFT"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Typography","color","#b3b9bb"
"Ultimate - new flow","✏️ Body","Typography","content","This paragraph fits perfectly within the limit of exactly eighty characters total."
"Ultimate - new flow","✏️ Body","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","✏️ Body","Typography","fontSize","12px"
"Ultimate - new flow","✏️ Body","Typography","fontWeight","400"
"Ultimate - new flow","✏️ Body","Typography","lineHeight","18.239999771118164px"
"Ultimate - new flow","✏️ Body","Typography","letterSpacing","0"
"Ultimate - new flow","✏️ Body","Typography","textAlign","LEFT"
"Ultimate - new flow","✏️ Body","Typography","color","#b3b9bb"
"Ultimate - new flow","Time","Typography","content","15:45"
"Ultimate - new flow","Time","Typography","fontFamily","SF Pro Text"
"Ultimate - new flow","Time","Typography","fontSize","15px"
"Ultimate - new flow","Time","Typography","fontWeight","600"
"Ultimate - new flow","Time","Typography","lineHeight","17.900390625px"
"Ultimate - new flow","Time","Typography","letterSpacing","-0.2800000011920929"
"Ultimate - new flow","Time","Typography","textAlign","CENTER"
"Ultimate - new flow","Time","Typography","color","#ffffff"
"Ultimate - new flow","content","Typography","content","Watch FIFA World Cup 2026, J-League, Japan Professional Baseball  ... more"
"Ultimate - new flow","content","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","content","Typography","fontSize","14px"
"Ultimate - new flow","content","Typography","fontWeight","400"
"Ultimate - new flow","content","Typography","lineHeight","21px"
"Ultimate - new flow","content","Typography","letterSpacing","0"
"Ultimate - new flow","content","Typography","textAlign","LEFT"
"Ultimate - new flow","content","Typography","color","#b3b9bb"
"Ultimate - new flow","Device Name","Typography","content","Switch to ultimate and get all fight for one special price - $44/month"
"Ultimate - new flow","Device Name","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Device Name","Typography","fontSize","14px"
"Ultimate - new flow","Device Name","Typography","fontWeight","700"
"Ultimate - new flow","Device Name","Typography","lineHeight","21px"
"Ultimate - new flow","Device Name","Typography","letterSpacing","0"
"Ultimate - new flow","Device Name","Typography","textAlign","LEFT"
"Ultimate - new flow","Device Name","Typography","color","#f9fafa"
"Ultimate - new flow","£00.00","Typography","content","$30.99"
"Ultimate - new flow","£00.00","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","£00.00","Typography","fontSize","14px"
"Ultimate - new flow","£00.00","Typography","fontWeight","400"
"Ultimate - new flow","£00.00","Typography","lineHeight","21px"
"Ultimate - new flow","£00.00","Typography","letterSpacing","0"
"Ultimate - new flow","£00.00","Typography","textAlign","LEFT"
"Ultimate - new flow","£00.00","Typography","color","#f9fafa"
"Ultimate - new flow","/month","Typography","content","/month"
"Ultimate - new flow","/month","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","/month","Typography","fontSize","14px"
"Ultimate - new flow","/month","Typography","fontWeight","400"
"Ultimate - new flow","/month","Typography","lineHeight","21px"
"Ultimate - new flow","/month","Typography","letterSpacing","0"
"Ultimate - new flow","/month","Typography","textAlign","LEFT"
"Ultimate - new flow","/month","Typography","color","#b3b9bb"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","content","Pay for your fight and start your 7-day free trial . Cancel anytime before."
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","fontSize","12px"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","fontWeight","400"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","lineHeight","18.239999771118164px"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","letterSpacing","0"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","textAlign","LEFT"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Typography","color","#9ea2a4"
"Ultimate - new flow","SAVE €240","Typography","content","SAVE €240"
"Ultimate - new flow","SAVE €240","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","SAVE €240","Typography","fontSize","12px"
"Ultimate - new flow","SAVE €240","Typography","fontWeight","700"
"Ultimate - new flow","SAVE €240","Typography","lineHeight","13px"
"Ultimate - new flow","SAVE €240","Typography","letterSpacing","0"
"Ultimate - new flow","SAVE €240","Typography","textAlign","CENTER"
"Ultimate - new flow","SAVE €240","Typography","color","#79e99c"
"Ultimate - new flow","Debit & Credit Cards","Typography","content","Debit & Credit Cards"
"Ultimate - new flow","Debit & Credit Cards","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Debit & Credit Cards","Typography","fontSize","16px"
"Ultimate - new flow","Debit & Credit Cards","Typography","fontWeight","700"
"Ultimate - new flow","Debit & Credit Cards","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","Debit & Credit Cards","Typography","letterSpacing","0"
"Ultimate - new flow","Debit & Credit Cards","Typography","textAlign","LEFT"
"Ultimate - new flow","Debit & Credit Cards","Typography","color","#f9fafa"
"Ultimate - new flow","+2","Typography","content","+2"
"Ultimate - new flow","+2","Typography","fontFamily","DAZN Trim"
"Ultimate - new flow","+2","Typography","fontSize","10.666666984558105px"
"Ultimate - new flow","+2","Typography","fontWeight","700"
"Ultimate - new flow","+2","Typography","lineHeight","12.80000114440918px"
"Ultimate - new flow","+2","Typography","letterSpacing","0"
"Ultimate - new flow","+2","Typography","textAlign","CENTER"
"Ultimate - new flow","+2","Typography","color","#f9fafa"
"Ultimate - new flow","Apple Pay","Typography","content","Apple Pay"
"Ultimate - new flow","Apple Pay","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Apple Pay","Typography","fontSize","16px"
"Ultimate - new flow","Apple Pay","Typography","fontWeight","700"
"Ultimate - new flow","Apple Pay","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","Apple Pay","Typography","letterSpacing","0"
"Ultimate - new flow","Apple Pay","Typography","textAlign","LEFT"
"Ultimate - new flow","Apple Pay","Typography","color","#f9fafa"
"Ultimate - new flow","PayPay","Typography","content","PayPay"
"Ultimate - new flow","PayPay","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","PayPay","Typography","fontSize","16px"
"Ultimate - new flow","PayPay","Typography","fontWeight","700"
"Ultimate - new flow","PayPay","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","PayPay","Typography","letterSpacing","0"
"Ultimate - new flow","PayPay","Typography","textAlign","LEFT"
"Ultimate - new flow","PayPay","Typography","color","#f9fafa"
"Ultimate - new flow","Direct Carrier","Typography","content","Mobile Carrier"
"Ultimate - new flow","Direct Carrier","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Direct Carrier","Typography","fontSize","16px"
"Ultimate - new flow","Direct Carrier","Typography","fontWeight","700"
"Ultimate - new flow","Direct Carrier","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","Direct Carrier","Typography","letterSpacing","0"
"Ultimate - new flow","Direct Carrier","Typography","textAlign","LEFT"
"Ultimate - new flow","Direct Carrier","Typography","color","#f9fafa"
"Ultimate - new flow","Merpay","Typography","content","Merpay"
"Ultimate - new flow","Merpay","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Merpay","Typography","fontSize","16px"
"Ultimate - new flow","Merpay","Typography","fontWeight","700"
"Ultimate - new flow","Merpay","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","Merpay","Typography","letterSpacing","0"
"Ultimate - new flow","Merpay","Typography","textAlign","LEFT"
"Ultimate - new flow","Merpay","Typography","color","#f9fafa"
"Ultimate - new flow","Google Pay","Typography","content","Google Pay"
"Ultimate - new flow","Google Pay","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Google Pay","Typography","fontSize","16px"
"Ultimate - new flow","Google Pay","Typography","fontWeight","700"
"Ultimate - new flow","Google Pay","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","Google Pay","Typography","letterSpacing","0"
"Ultimate - new flow","Google Pay","Typography","textAlign","LEFT"
"Ultimate - new flow","Google Pay","Typography","color","#f9fafa"
"Ultimate - new flow","PayPal","Typography","content","PayPal"
"Ultimate - new flow","PayPal","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","PayPal","Typography","fontSize","16px"
"Ultimate - new flow","PayPal","Typography","fontWeight","700"
"Ultimate - new flow","PayPal","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","PayPal","Typography","letterSpacing","0"
"Ultimate - new flow","PayPal","Typography","textAlign","LEFT"
"Ultimate - new flow","PayPal","Typography","color","#f9fafa"
"Ultimate - new flow","✏️ Title","Typography","content","Get every fight with Ultimate for one special price"
"Ultimate - new flow","✏️ Title","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","✏️ Title","Typography","fontSize","24px"
"Ultimate - new flow","✏️ Title","Typography","fontWeight","700"
"Ultimate - new flow","✏️ Title","Typography","lineHeight","31.68000030517578px"
"Ultimate - new flow","✏️ Title","Typography","letterSpacing","0"
"Ultimate - new flow","✏️ Title","Typography","textAlign","CENTER"
"Ultimate - new flow","✏️ Title","Typography","color","#f9fafa"
"Ultimate - new flow","✏️ Proposition","Typography","content","Now for $19.99"
"Ultimate - new flow","✏️ Proposition","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","✏️ Proposition","Typography","fontSize","16px"
"Ultimate - new flow","✏️ Proposition","Typography","fontWeight","400"
"Ultimate - new flow","✏️ Proposition","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","✏️ Proposition","Typography","letterSpacing","0"
"Ultimate - new flow","✏️ Proposition","Typography","textAlign","CENTER"
"Ultimate - new flow","✏️ Proposition","Typography","color","#b3b9bb"
"Ultimate - new flow","English +4","Typography","content","English +4"
"Ultimate - new flow","English +4","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","English +4","Typography","fontSize","12px"
"Ultimate - new flow","English +4","Typography","fontWeight","700"
"Ultimate - new flow","English +4","Typography","lineHeight","15.455999374389648px"
"Ultimate - new flow","English +4","Typography","letterSpacing","0.12"
"Ultimate - new flow","English +4","Typography","textAlign","CENTER"
"Ultimate - new flow","English +4","Typography","color","#f9fafa"
"Ultimate - new flow","CC","Typography","content","CC"
"Ultimate - new flow","CC","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","CC","Typography","fontSize","12px"
"Ultimate - new flow","CC","Typography","fontWeight","700"
"Ultimate - new flow","CC","Typography","lineHeight","15.455999374389648px"
"Ultimate - new flow","CC","Typography","letterSpacing","0"
"Ultimate - new flow","CC","Typography","textAlign","CENTER"
